Sbr01	17454986	1762
Sbr02	18885809	1926
Sbr03	16096618	1609
Sbr04	16400347	1528
Sbr05	19986672	1921
Sbr06	21254723	2087
Sbr07	13383293	1163
Sbr08	14643908	1578
Sbr09	11681330	1255
Sbr10	17916616	1911
Sbr11	20874352	1407
Sbr12	11693467	1014
Sbr13	14564893	1186
Sbr14	13567729	1413
Sbr15	18528291	1495
Sbr16	39682220	3078
Sbr17	17078539	1208
Sbr18	14055084	1237
Sbr19	19339661	1272
